2456,Either/Or: A Fragment of Life,Søren Kierkegaard/Victor Eremita/Alastair Hannay,4.17,140445773,9.78014E+12,eng,640,6405,127,12/01/92,Penguin Classics,"{'Religion', 'Vocation', 'Marriage', 'Philosophy', 'Music', 'Philosophy', 'Despair', 'Love', 'Seduction', 'Guilt', 'Religion', 'Aesthetics', 'Ethics'}"
2457,Songmaster,Orson Scott Card,3.74,312876629,9.78031E+12,en-US,352,6399,286,12/06/02,Orb Books,{'Fiction'}
2458,La Cantatrice chauve / La Leçon,Eugène Ionesco,3.9,2070362361,9.78207E+12,fre,150,6398,75,10/26/1972,Gallimard,{}
2459,Why I Write,George Orwell,4.03,143036351,9.78014E+12,eng,120,6389,541,09/06/05,Penguin Books,{'Authorship'}
2460,Brothers in Arms (Dragonlance: Raistlin Chronicles  #2),Margaret Weis/Don Perrin,4.05,786914297,9.78079E+12,eng,476,6387,66,08/01/99,Wizards of the Coast,{}
2461,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,9.78006E+12,eng,352,6375,179,5/13/2008,Harper Perennial Modern Classics,{}
2462,Bleach  Volume 13,Tite Kubo,4.36,1421506114,9.78142E+12,eng,208,6371,85,06/06/06,VIZ Media LLC,"{'Supernatural', 'Manga'}"
2463,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,425181642,9.78043E+12,eng,337,6368,321,10/01/00,Berkley Trade,{'Nonfiction'}
2464,Superman: Secret Identity,Kurt Busiek/Stuart Immonen,4.24,1401204511,9.7814E+12,eng,208,6368,307,04/09/13,DC Comics,{}
2465,The Cat Who Played Post Office (Cat Who...  #6),Lilian Jackson Braun,3.97,747250375,9.78075E+12,eng,224,6366,200,05/09/96,Headline,{}
2466,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,375806156,9.78038E+12,eng,73,6361,209,9/24/2002,Random House Books for Young Readers,"{'Historia', 'Fantasy'}"
2467,The Lord of the Rings: Official Movie Guide,Brian Sibley,4.39,618154027,9.78062E+12,eng,120,6356,21,11/06/01,Houghton Mifflin Harcourt,{}
2468,King Dork (King Dork  #1),Frank Portman,3.56,385732910,9.78039E+12,eng,344,6352,861,04/11/06,Delacorte Press,"{'Fiction', 'Fiction'}"
2469,The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب,3.91,1400078652,9.7814E+12,eng,466,6352,425,07/11/06,Vintage,"{'Lawyers', 'Investigation', 'Novela', 'Lawyers', 'Investigation'}"
2470,The Enchanted Castle,E. Nesbit/H.R. Millar,3.85,140367438,9.78014E+12,eng,291,6352,397,07/01/94,Puffin,"{'Fiction', 'Children', 'Fiction', 'Wishes', 'Castles', 'Fantasy', 'Castles'}"
2471,Dead Babies,Martin Amis,3.32,067973449X,9.78068E+12,eng,206,6348,162,04/03/91,Vintage,{}
2472,Where or When,Anita Shreve,3.3,156031272,9.78016E+12,eng,241,6343,551,10/04/05,Mariner Books,{}
2473,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,439554896,9.78044E+12,eng,352,6333,244,11/01/03,Scholastic,"{'Juvenile', 'Cousins', 'Wizards', 'Lebensgefahr', 'Jugendbuch', 'Phönix', 'Nécromancie', 'General', 'Magic', 'Écoles', 'Fantasy', 'Uncles', 'Magier', 'List', 'Orphans', 'Orphans', 'Family', 'Internat', 'Cousins', 'Deutschland'}"
2474,All Through the Night,Mary Higgins Clark,3.7,671027123,9.78067E+12,en-US,256,6332,224,10/01/99,Pocket Books,{'Novela'}
2475,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,044101237X,9.78044E+12,eng,211,6329,145,12/28/2004,Ace,{}
2476,The Moscow Vector (Covert-One  #6),Patrick Larkin/Robert Ludlum,3.98,312990715,9.78031E+12,eng,464,6321,80,02/07/06,St. Martin's Paperbacks,
2477,Thuvia  Maid of Mars (Barsoom  #4),Edgar Rice Burroughs,3.75,345339932,9.78035E+12,eng,160,6313,233,07/12/86,Del Rey,{}
2478,The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1),Hiawyn Oram/C.S. Lewis/Tudor Humphries,4.25,60556501,9.78006E+12,eng,48,6307,64,9/21/2004,HarperCollins,"{'Brujas', 'lions', 'Winter', 'Lion', 'Winter', 'Fiction', 'Friendship'}"
2479,The Inhuman Condition (Books of Blood  #4),Clive Barker,3.96,743417348,9.78074E+12,eng,180,6294,111,03/01/01,Pocket Books,{}
2480,La Bête humaine,Émile Zola/Henri Mitterand,4.06,2070418014,9.78207E+12,fre,462,6293,152,5/16/2001,Gallimard,{}
2481,The Devil's Teardrop,Jeffery Deaver,4,671038443,9.78067E+12,en-US,451,6283,268,04/01/00,Simon & Schuster,{'Fiction'}
2482,The Black Stallion and Satan (The Black Stallion  #5),Walter Farley,4.12,679813462,9.78068E+12,eng,224,6280,53,4/14/1992,Yearling,"{'Fiction', 'Fiction'}"
2483,Dirt (Stone Barrington  #2),Stuart Woods,3.89,61094234,9.78006E+12,en-US,448,6279,274,08/07/97,HarperTorch,{}
2484,The Pilgrim's Regress,C.S. Lewis/Michael Hague,3.88,802806414,9.7808E+12,eng,219,6276,362,01/10/92,William B. Eerdmans Publishing Company,{'Christianity'}
2485,Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,4.19,786940751,9.78079E+12,eng,346,6274,78,12/20/2006,Wizards of the Coast,"{'Fantasy', 'Fantasy'}"
2486,People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,684848597,9.78068E+12,en-CA,272,6256,459,01/02/98,Touchstone,"{'Theodicy', 'Methods', 'Theodicy', 'Methods', 'Methods'}"
2487,The Pigeon,Patrick Süskind,3.68,140105832,9.78014E+12,eng,77,6254,423,6/29/1989,Penguin,"{'Erzählung', 'Misanthropie', 'Misanthropie'}"
2488,A Winter Haunting (Seasons of Horror  #2),Dan Simmons,3.6,380817160,9.78038E+12,eng,371,6253,488,12/31/2002,HarperTorch,{'Fiction'}
2489,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft/E. Hoffmann Price/Neil Gaiman,4.23,345384210,9.78035E+12,eng,387,6253,160,2/25/2003,Del Rey,{'Fiction'}
2490,The Drifters,James A. Michener,4.04,449213536,9.78045E+12,eng,768,6253,353,10/12/86,Fawcett Books,"{'Travelers', 'Fiction'}"
2491,Bleach  Volume 17,Tite Kubo,4.35,1421510413,9.78142E+12,eng,208,6250,60,02/06/07,VIZ Media LLC,"{'Psychics', 'Manga', 'Supernatural'}"
2492,Exit Strategy (Nadia Stafford #1),Kelley Armstrong,3.89,553588192,9.78055E+12,eng,480,6236,369,6/26/2007,Bantam,"{'Assassins', 'Fiction'}"
2493,Treason,Orson Scott Card,3.9,765309041,9.78077E+12,eng,288,6234,337,1/24/2006,Orb Books,"{'Origin', 'Exiles', 'Revolutions', 'Iron'}"
2494,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,4.33,312426119,9.78031E+12,eng,261,6232,713,07/11/06,Picador,{}
2495,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,3.71,618574816,9.78062E+12,en-US,398,6230,109,06/01/05,Mariner Books,"{'Knowledge', 'Biography'}"
2496,Lighthousekeeping,Jeanette Winterson,3.85,156032899,9.78016E+12,eng,232,6229,497,04/03/06,Mariner Books,"{'Fiction', 'Clergy', 'Storytelling', 'Storytelling'}"
2497,The Gift of Asher Lev,Chaim Potok,4.16,449001156,9.78045E+12,eng,384,6224,339,09/10/97,Ballantine Books,"{'Fiction', 'Artistes', 'Artists'}"
2498,Essays and Aphorisms,Arthur Schopenhauer/R.J. Hollingdale,4.17,140442278,9.78014E+12,eng,240,6222,169,8/26/1976,Penguin Classics,{}
2499,Blood and Smoke,Stephen King,3.92,671046179,9.78067E+12,eng,4,6221,155,01/01/00,Simon & Schuster Audio,
2500,Heat and Dust,Ruth Prawer Jhabvala,3.55,1582430152,9.78158E+12,eng,190,6214,270,4/16/1999,Counterpoint,"{'British', 'Fiction'}"
2501,The Wings of Merlin,T.A. Barron,4.11,441010245,9.78044E+12,eng,288,6211,63,1/28/2003,Ace,{}
2502,Caucasia,Danzy Senna,4.03,1573227161,9.78157E+12,eng,413,6206,599,02/01/99,Riverhead Books,{}
2503,Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,4.27,671697986,9.78067E+12,eng,501,6200,183,01/02/89,Baen,
2504,In a Dry Season (Inspector Banks  #10),Peter Robinson,4.13,380794772,9.78038E+12,eng,480,6193,355,07/03/00,Avon,{'Police'}
2505,Mindstar Rising (Greg Mandel  #1),Peter F. Hamilton,3.92,812590562,9.78081E+12,en-US,432,6192,171,5/15/1997,Tor Books,{'Fiction'}
2506,Collected Poems  Prose  and Plays,Robert Frost/Richard Poirier/Mark   Richardson,4.32,188301106X,9.78188E+12,eng,1036,6188,51,10/01/95,Library of America,{}
2507,The Big Rock Candy Mountain,Wallace Stegner,4.15,140139397,9.78014E+12,eng,563,6187,669,03/01/91,Penguin,"{'Fiction', 'Fiction'}"
2508,The Late Mattia Pascal,Luigi Pirandello/William Weaver/Charles Simic,4.03,1590171152,9.78159E+12,eng,272,6185,108,11/30/2004,NYRB Classics,{}
2509,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,156005204,9.78016E+12,eng,346,6184,284,10/16/1998,Mariner Books,{}
2510,The Footprints of God,Greg Iles,3.77,743454146,9.78074E+12,eng,528,6179,516,12/28/2004,Pocket Star Books,"{'Fiction', 'Fiction'}"
2511,How to Be Lost,Amanda Eyre Ward,3.54,345483170,9.78035E+12,en-US,290,6176,675,8/30/2005,Ballantine Books,"{'Sisters', 'Mystery'}"
2512,Something Happened,Joseph Heller,3.52,684841215,9.78068E+12,eng,576,6166,399,11/12/97,Simon  Schuster,{'Businesspeople'}
2513,The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,4.11,679776311,9.78068E+12,eng,1099,6164,142,01/09/07,Vintage,"{'Gesetz', 'Physics', 'Kosmologia', 'Weltall', 'Cosmology'}"
2514,The Passion of Jesus Christ,John Piper,4.23,1581346085,9.78158E+12,eng,127,6164,136,01/09/04,Crossway Books,{}
2515,The Wapshot Chronicle,John Cheever/Rick Moody,3.76,60528877,9.78006E+12,eng,352,6152,257,06/03/03,Harper Perennial Modern Classics,{'Fiction'}
2516,The Navigator (NUMA Files  #7),Clive Cussler/Paul Kemprecos,3.94,399154191,9.7804E+12,en-US,437,6152,248,06/05/07,Putnam Publishing Group,"{'Oceanographers', 'Seeräuberei'}"
2517,The Water Babies,Charles Kingsley/W. Heath Robinson,3.42,1853261483,9.78185E+12,eng,224,6148,318,12/05/94,Wordsworth Editions,"{'Fiction', 'Fiction', 'Painting', 'Fiction'}"
2518,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,765342537,9.78077E+12,eng,320,6146,150,9/16/2002,Tor Books,{'General'}
2519,The Wizard of London (Elemental Masters  #4),Mercedes Lackey,3.79,756403634,9.78076E+12,en-US,384,6145,202,10/03/06,DAW,"{'Magicians', 'Fiction'}"
2520,The Au Pairs (The Au Pairs #1),Melissa de la Cruz,3.65,689873190,9.78069E+12,eng,294,6140,244,5/31/2005,Simon & Schuster Books for Young Readers,"{'Fiction', 'Friendship'}"
2521,In the Shadow of the Warlock Lord (The Sword of Shannara  #1),Terry Brooks,4.06,345461460,9.78035E+12,eng,240,6139,22,08/05/09,Del Rey,{'Fantasy'}
2522,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,99456761,9.7801E+12,eng,268,6124,754,04/01/04,Red Fox,"{'Konflikt', 'Konflikt', 'Curious', 'Swindon', 'Of', 'Swindon', 'Of', 'Time', 'Konflikt', 'Psychology', 'General', 'Time', 'Skönlitteratur', 'Erwachsenwerden'}"
2523,Watership Down,Richard  Adams,4.06,743277708,9.78074E+12,en-US,476,6115,752,11/01/05,Charles Scribner's Sons,"{'Leadership', 'Survival', 'Films', 'Animation', 'Fantasy', 'Fiction', 'Quests'}"
2524,Texas! Sage (Texas! Tyler Family Saga  #3),Sandra Brown,4.02,553295004,9.78055E+12,eng,352,6114,195,02/01/92,Bantam,{}
2525,Rosa,Nikki Giovanni/Bryan Collier,4.35,805071067,9.78081E+12,en-US,40,6097,635,10/01/05,Henry Holt and Co. (BYR),"{'Women', 'Women'}"
2526,Kissing the Witch: Old Tales in New Skins,Emma Donoghue,3.89,64407721,9.78006E+12,eng,228,6097,592,2/27/1999,HarperTeen,{}
2527,One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,3.67,446673781,9.78045E+12,eng,288,6093,447,09/01/97,Warner Books (NY),{}
2528,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,452007178,9.78045E+12,eng,624,6086,79,11/01/84,Plume,{}
2529,Refactoring: Improving the Design of Existing Code,Martin Fowler/Kent Beck/Don Roberts/Erich Gamma,4.24,201485672,9.7802E+12,eng,431,6086,222,07/08/99,Addison-Wesley Professional,{}
2530,Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,770422470,9.78077E+12,eng,288,6082,188,06/01/88,Seal Books,"{'Orphans', 'Home'}"
2531,Judy Moody Saves the World! (Judy Moody #3),Megan McDonald/Peter H. Reynolds,4.03,763620874,9.78076E+12,eng,160,6077,254,04/01/04,Candlewick Press,"{'Profecías', 'Hermanos', 'Prophecies', 'Hermanos', 'Contests', 'Profecías', 'Fiction', 'Escuelas', 'Escuelas', 'Escuelas'}"
2532,Shadowplay (Shadowmarch  #2),Tad Williams,3.9,756403588,9.78076E+12,eng,656,6061,174,03/06/07,Daw Books,"{'Fantasy', 'Fantasy', 'Twins'}"
2533,Good Poems,Garrison Keillor,4.18,142003441,9.78014E+12,eng,476,6060,389,8/26/2003,Penguin Books,{'Poetry'}
2534,Caligula,Albert Camus/Pierre-Louis Rey/P. Morgan/E.T. Jones,4.08,2070386708,9.78207E+12,fre,224,6059,210,09/01/93,Gallimard,{}
2535,Sharpe's Fury (Sharpe  #11),Bernard Cornwell,4.1,60530480,9.78006E+12,eng,352,6057,136,8/22/2006,Harper,"{'Fiction', 'History'}"
2536,Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times,George Crile,4.01,802141242,9.7808E+12,eng,560,6049,648,4/22/2004,Grove Press,{'Fiction'}
2537,The Anodyne Necklace (Richard Jury  #3),Martha Grimes,4.04,451410890,9.78045E+12,eng,310,6046,174,01/06/04,Onyx,"{'Police', 'Fiction'}"
2538,Charade,Sandra Brown,3.94,446601853,9.78045E+12,en-US,496,6044,250,07/01/95,Hachette Books,"{'Fiction', 'Corazón'}"
2539,Zombie,Joyce Carol Oates,3.34,452275008,9.78045E+12,eng,181,6028,821,09/01/96,Plume,"{'Psychology', 'Psychology', 'Psychopaths'}"
2540,The Truelove (Aubrey & Maturin #15),Patrick O'Brian,4.36,393310167,9.78039E+12,eng,304,6025,139,7/17/1993,W. W. Norton  Company,{'Fiction'}
2541,The Moonspinners,Mary  Stewart,4.03,60502959,9.78006E+12,eng,400,6019,397,11/25/2003,HarperTorch,"{'mystery', 'Fiction', 'Fiction'}"
2542,Clown Girl,Monica Drake/Chuck Palahniuk,3.39,976631156,9.78098E+12,eng,297,6015,327,01/04/07,Hawthorne Books,{}
2543,The Music of Dolphins,Karen Hesse,3.82,590897985,9.78059E+12,eng,181,6015,566,02/01/98,Scholastic Paperbacks,"{'Dolphins', 'dolphins'}"
2544,Out of this World,J.D. Robb/Laurell K. Hamilton/Susan Krinard/Maggie Shayne,4.07,515131091,9.78052E+12,eng,357,6006,111,08/01/01,Jove Books,{'Anthology'}
2545,Caesar (Masters of Rome  #5),Colleen McCullough,4.37,60510854,9.78006E+12,eng,928,5991,120,1/28/2003,Avon,{}
2546,My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,3.79,743487699,9.78074E+12,eng,314,5985,507,03/04/09,Pocket Books,"{'Pionnières', 'History', 'Pionnières', 'Pionniers', 'Siedler'}"
2547,Sacred Games (Sacred Games),Vikram Chandra,3.93,61130354,9.78006E+12,eng,916,5983,724,01/09/07,HarperCollins,"{'Fiction', 'Gangsters', 'Police', 'Sikhs', 'Sikh', 'Police'}"
2548,Generation of Swine: Tales of Shame and Degradation in the '80's,Hunter S. Thompson,3.78,743250443,9.78074E+12,eng,336,5980,171,11/06/03,Simon  Schuster,"{'Aufsatzsammlung', 'History'}"
2549,Son of the Mob (Son of the Mob  #1),Gordon Korman,3.72,786815930,9.78079E+12,eng,262,5977,620,09/01/04,Little  Brown Books for Young Readers,{}
2550,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9.78142E+12,eng,245,5967,276,06/01/05,Simon & Schuster,"{'Readers', 'Aventuras', 'Fiction', 'Nonfiction', 'joy', 'Nonfiction', 'Ficción', 'joy', 'Aventuras', 'Aventuras', 'Spanish'}"
2551,Sketches from a Hunter's Album,Ivan Turgenev/Richard Freeborn,3.93,140445226,9.78014E+12,eng,403,5967,109,8/30/1990,Penguin Classics,"{'Readers', 'Peasantry', 'Peasants'}"
2552,Saint Joan,George Bernard Shaw/Dan H. Laurence/Imogen Stubbs,3.8,140437916,9.78014E+12,eng,160,5966,211,1/25/2001,Penguin Classics,{'History'}
2553,The Camera (Ansel Adams Photography  #1),Ansel Adams/Robert Hardy Baker,4.16,821221841,9.78082E+12,eng,195,5961,65,06/01/95,Little  Brown and Company,{'Photography'}
2554,Kiss Kiss,Roald Dahl,4.1,140018328,9.78014E+12,eng,231,5961,347,10/26/1987,Penguin Books,"{'reincarnation', 'diners', 'macabre', 'reincarnation', 'pawnbrokers', 'Fiction', 'neurosis', 'stoles', 'grubs', 'Midwives', 'abstinence'}"
2555,Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,4.1,425205592,9.78043E+12,eng,357,5956,185,10/31/2005,Berkley,"{'Conspiraciones', 'Fiction', 'Pirates', 'Conspiracies', 'Mercenarios', 'Piratas', 'Mercenarios', 'Pirates'}"
2556,The Lovely Bones,Alice Sebold,3.81,316168815,9.78032E+12,en-US,328,5945,735,4/20/2004,Back Bay Books,"{'Homicide', 'Girls', 'Homicide', 'Adolescentes'}"
2557,The Tristan Betrayal,Robert Ludlum,3.84,312990685,9.78031E+12,eng,505,5942,150,10/17/2004,St. Martin's Paperbacks,{}
2558,Lady of Quality,Georgette Heyer,3.88,99474468,9.7801E+12,eng,267,5927,458,06/02/05,Arrow,"{'Heiresses', 'Heiresses', 'Heiresses'}"
2559,Bleach  Volume 19,Tite Kubo,4.36,142151043X,9.78142E+12,eng,216,5922,81,06/05/07,VIZ Media LLC,{}
2560,The Children of Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.29,014032609X,9.78014E+12,eng,128,5920,205,02/02/88,Puffin Books,{}
2561,The Sot-Weed Factor,John Barth,4.09,1903809509,9.7819E+12,eng,756,5911,257,03/01/05,Atlantic Books (UK),{'Fiction'}
2562,The Dying Animal,Philip Roth,3.63,99422697,9.7801E+12,eng,156,5910,437,03/07/02,Vintage,{'Roman'}
2563,The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,4.05,465023940,9.78047E+12,eng,144,5907,290,04/06/05,Basic Books,"{'Maatschappij', 'Maatschappij'}"
2564,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.36,1842055062,9.78184E+12,eng,189,5906,140,01/01/04,Geddes & Grosset,
2565,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,465081452,9.78047E+12,eng,448,5899,475,12/24/2003,Basic Books,{}
2566,The Soft Machine (The Nova Trilogy #1),William S. Burroughs,3.35,802133290,9.7808E+12,eng,184,5892,204,1/13/1994,Grove Press,{'Fiction'}
2567,The Dew Breaker,Edwidge Danticat,3.8,1400034299,9.7814E+12,eng,244,5891,584,03/08/05,Vintage,{'Fiction'}
2568,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,465069908,9.78047E+12,en-US,172,5891,192,8/23/1996,HarperCollinsPublishers,"{'Genetics', 'Evolutie'}"
2569,The Stories of Vladimir Nabokov,Vladimir Nabokov,4.3,679729976,9.78068E+12,eng,685,5889,183,12/09/96,Vintage,{}
2570,Arrowsmith,Sinclair Lewis/E.L. Doctorow,3.82,451526910,9.78045E+12,eng,428,5889,300,06/01/53,Harcourt Brace Jovanovich,"{'Practice', 'Avarice', 'Medicine', 'Literature', 'Avarice', 'Literature'}"
2571,Code Orange,Caroline B. Cooney,3.63,385732597,9.78039E+12,eng,200,5889,693,9/27/2005,Delacorte Press,"{'Fiction', 'Diseases', 'Diseases', 'Schools'}"
2572,Rain of Gold,Victor Villaseñor,4.48,038531177X,9.78039E+12,eng,576,5880,618,09/01/92,Delta,"{'Biography', 'Biografía', 'Biografía'}"
2573,The Plague Dogs,Richard  Adams,3.85,345494024,9.78035E+12,eng,390,5875,401,11/28/2006,Ballantine Books,{'xenofiction'}
2574,Thin Air (Weather Warden  #6),Rachel Caine,3.96,451461630,9.78045E+12,eng,307,5875,182,08/07/07,Roc,{'Fantasy'}
2575,My Secret: A PostSecret Book,Frank Warren,4.34,61196681,9.78006E+12,en-GB,144,5874,281,10/24/2006,William Morrow,
2576,Oh Say Can You Say?,Dr. Seuss,4.01,7175221,9.78001E+12,eng,36,5868,162,11/01/05,London : Collins  2004.,{}
2577,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,4.36,1591162025,9.78159E+12,eng,206,5862,55,1/14/2004,VIZ Media LLC,
2578,Where There's Smoke,Sandra Brown,3.97,446600342,9.78045E+12,eng,512,5861,230,05/01/94,Grand Central Publishing (Formerly Warner Books),{}
2579,Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,9.7814E+12,spa,112,5856,377,10/19/2004,Vintage Espanol,"{'Fiction', 'Amours', 'Vejez', 'Periodistas', 'prostitutes'}"
2580,First Love,Ivan Turgenev/Constance Garnett,3.78,974607894,9.78097E+12,eng,124,5856,310,09/01/04,Melville House Publishing,{}
2581,Children of the Night,Dan Simmons,3.71,446364754,9.78045E+12,eng,464,5855,264,06/01/93,Warner Books,{}
2582,Exclusive,Sandra Brown,3.97,446604232,9.78045E+12,eng,496,5852,342,07/01/97,Grand Central Publishing,"{'General', 'Presidents', 'Fiction', 'Family'}"
2583,Roughing It,Mark Twain/Henry B. Wonham,3.89,743436504,9.78074E+12,eng,560,5846,494,4/29/2003,Pocket Books,"{'Travel', 'Travel', 'Law', 'Business', 'Law'}"
2584,Candy,Luke Davies,4.09,345423879,9.78035E+12,en-US,304,5838,301,6/16/1998,Ballantine Books,{'Fiction'}
2585,Pan,Knut Hamsun/Sverre Lyngstad,3.9,141180676,9.78014E+12,eng,181,5833,255,09/01/98,Penguin Classics,"{'Fiction', 'Suicide'}"
2586,Roc and a Hard Place (Xanth #19),Piers Anthony,3.75,812534867,9.78081E+12,en-US,344,5832,36,10/15/1996,Tor Books,{'Fiction'}
2587,From Far Away  Vol. 01,Kyoko Hikawa/Trina Robbins/Yuko Sawada/Walden Wong,4.31,1591165997,9.78159E+12,eng,200,5827,125,11/09/04,VIZ Media,
2588,Running in Heels,Anna Maxted,3.53,60988258,9.78006E+12,eng,432,5826,207,5/28/2002,William Morrow Paperbacks,{}
2589,The First Deadly Sin (Deadly Sins  #2),Lawrence Sanders,4.04,425104273,9.78043E+12,eng,628,5817,145,4/15/1987,Berkley,"{'Détectives', 'Fiction', 'Fiction', 'Fiction'}"
2590,Marcovaldo,Italo Calvino/William Weaver,3.89,156572044,9.78016E+12,eng,128,5813,276,11/16/1983,Mariner Books,"{'Fiction', 'Peasants'}"
2591,Coyote Dreams (Walker Papers  #3),C.E. Murphy,4,373802722,9.78037E+12,eng,408,5810,200,4/24/2007,Luna Books,{}
2592,Love Poems and Sonnets,William Shakespeare,4.34,385017332,9.78039E+12,eng,160,5808,64,09/03/57,Doubleday Books,{}
2593,Best Kept Secrets,Sandra Brown,3.77,446533289,9.78045E+12,eng,480,5805,298,11/03/03,Hachette Books,"{'Investigation', 'Fiction'}"
2594,Alphabet Weekends,Elizabeth Noble,3.59,61122181,9.78006E+12,en-US,448,5796,386,1/23/2007,William Morrow Paperbacks,{'Friendship'}
2595,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.77,1594865671,9.78159E+12,eng,328,5783,433,5/24/2006,Rodale Books,{}
2596,The Poisonwood Bible,Barbara Kingsolver,4.06,60930535,9.78006E+12,eng,546,5773,828,10/01/99,Harper Perennial,"{'History', 'Racism', 'Political', 'History', 'Literary', 'Family', 'Missionaries', 'Literary', 'Families'}"
2597,Wild Ducks Flying Backward,Tom Robbins,3.55,553383531,9.78055E+12,eng,272,5768,262,8/29/2006,Bantam,{'Essays'}
2598,Bleach  Volume 16,Tite Kubo,4.34,1421506149,9.78142E+12,eng,208,5763,75,12/05/06,VIZ Media LLC,"{'Manga', 'Psychics', 'Psychics', 'Ghosts', 'Supernatural'}"
2599,The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings),Terry Pratchett,4.07,60094931,9.78006E+12,eng,502,5761,191,9/30/2003,HarperCollins,{}
2600,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,446614726,9.78045E+12,eng,194,5757,321,07/01/05,Warner Books,{'Police'}
2601,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,3.99,385721277,9.78039E+12,eng,306,5755,575,2/22/2005,Anchor,"{'Religion', 'Nonnen', 'Glaubensentwicklung', 'Identitätsentwicklung'}"
2602,Selected Stories,Alice Munro,4.28,067976674X,9.78068E+12,eng,688,5749,285,11/11/97,Vintage,{'Fiction'}
2603,Rise to Rebellion,Jeff Shaara,4.18,345427548,9.78035E+12,eng,492,5745,383,6/29/2004,Ballantine Books,{'History'}
2604,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,4.27,60192305,9.78006E+12,eng,288,5738,129,8/21/2001,Harper,{'Nonfiction'}
2605,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,743486226,9.78074E+12,eng,572,5738,630,7/28/2003,Atria Books,"{'Cryptographers', 'election', 'Símbolos', 'Anticatolicismo', 'Illuminati', 'thrillers', 'Investigation', 'Cryptographers', 'papacy', 'Terrorism', 'Appreciation'}"
2606,Fahrenheit 451,Ray Bradbury,3.99,8445074873,9.78845E+12,eng,186,5733,606,04/01/04,Del Rey,"{'Totalitarisme', 'Zukunft', 'Totalitarisme', 'Terrorismo', 'Censura', 'Censura', 'Terrorismo'}"
2607,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,3.9,679731180,9.78068E+12,eng,240,5729,209,4/30/1996,Vintage,"{'Bible', 'Devil', 'Démon', 'Démon'}"
2608,Thunderbird Falls  (Walker Papers  #2),C.E. Murphy,3.85,373802358,9.78037E+12,eng,408,5729,256,4/25/2006,Luna Books,{}
2609,The Panda's Thumb: More Reflections in Natural History,Stephen Jay Gould,4.11,393308197,9.78039E+12,eng,343,5726,75,8/17/1992,W. W. Norton  Company,"{'Evolutionstheorie', 'Biology', 'Évolution', 'Évolution', 'Biology'}"
2610,Stinger,Robert R. McCammon,3.87,671737767,9.78067E+12,en-US,538,5725,147,04/01/88,Pocket Books,{}
2611,Medicus (Gaius Petreius Ruso  #1),Ruth Downie,3.73,1596912316,9.7816E+12,eng,386,5723,695,03/06/07,Bloomsbury Publishing PLC,{'History'}
2612,Naked Economics: Undressing the Dismal Science,Charles Wheelan,4.03,393324869,9.78039E+12,eng,288,5719,484,9/17/2003,W. W. Norton  Company,{'Economie'}
